# lat	lon	dist
31.436317	-115.626479	9.109212e+01
31.436317	-115.615834	9.041518e+01
31.436317	-115.605190	8.974441e+01
31.436317	-115.594546	8.905439e+01
31.436317	-115.583902	8.836245e+01
31.436317	-115.573258	8.767659e+01
31.436317	-115.562613	8.699696e+01
31.436317	-115.551969	8.632370e+01
31.436317	-115.541325	8.564755e+01
31.436317	-115.530681	8.495244e+01
31.436317	-115.520036	8.426361e+01
31.436317	-115.509392	8.358121e+01
31.436317	-115.498748	8.290541e+01
31.436317	-115.488104	8.223415e+01
31.436317	-115.477460	8.153556e+01
31.436317	-115.466815	8.084346e+01
31.436317	-115.456171	8.015801e+01
31.436317	-115.445527	7.947940e+01
31.436317	-115.434883	7.880780e+01
31.436317	-115.424239	7.813463e+01
31.436317	-115.413594	7.743901e+01
31.436317	-115.402950	7.675028e+01
31.436317	-115.392306	7.606863e+01
31.436317	-115.381662	7.539426e+01
31.436317	-115.371017	7.472736e+01
31.436317	-115.360373	7.406813e+01
31.436317	-115.349729	7.341678e+01
31.436317	-115.339085	7.277353e+01
31.436317	-115.328441	7.213858e+01
31.436317	-115.317796	7.151217e+01
31.436317	-115.307152	7.089451e+01
31.436317	-115.296508	7.028583e+01
31.436317	-115.285864	6.968638e+01
31.436317	-115.275219	6.909639e+01
31.436317	-115.264575	6.851611e+01
31.436317	-115.253931	6.794578e+01
31.436317	-115.243287	6.738566e+01
31.436317	-115.232643	6.683600e+01
31.436317	-115.221998	6.629707e+01
31.436317	-115.211354	6.576913e+01
31.436317	-115.200710	6.525244e+01
31.436317	-115.190066	6.474728e+01
31.436317	-115.179421	6.425392e+01
31.436317	-115.168777	6.377262e+01
31.436317	-115.158133	6.330367e+01
31.436317	-115.147489	6.284735e+01
31.436317	-115.136845	6.240392e+01
31.436317	-115.126200	6.197367e+01
31.436317	-115.115556	6.155687e+01
31.436317	-115.104912	6.115379e+01
31.436317	-115.094268	6.076472e+01
31.436317	-115.083624	6.038992e+01
31.436317	-115.072979	6.002966e+01
31.436317	-115.062335	5.968419e+01
31.436317	-115.051691	5.935379e+01
31.436317	-115.041047	5.903871e+01
31.436317	-115.030402	5.873918e+01
31.436317	-115.019758	5.845545e+01
31.436317	-115.009114	5.818774e+01
31.436317	-114.998470	5.793630e+01
31.436317	-114.987826	5.770131e+01
31.436317	-114.977181	5.748299e+01
31.436317	-114.966537	5.728153e+01
31.436317	-114.955893	5.709710e+01
31.445316	-115.669056	9.308792e+01
31.445316	-115.658411	9.241404e+01
31.445316	-115.647767	9.173838e+01
31.445316	-115.637123	9.104408e+01
31.445316	-115.626479	9.035565e+01
31.445316	-115.615834	8.967322e+01
31.445316	-115.605190	8.899693e+01
31.445316	-115.594546	8.832691e+01
31.445316	-115.583902	8.763431e+01
31.445316	-115.573258	8.694277e+01
31.445316	-115.562613	8.625743e+01
31.445316	-115.551969	8.557842e+01
31.445316	-115.541325	8.490591e+01
31.445316	-115.530681	8.422729e+01
31.445316	-115.520036	8.353255e+01
31.445316	-115.509392	8.284420e+01
31.445316	-115.498748	8.216240e+01
31.445316	-115.488104	8.148733e+01
31.445316	-115.477460	8.081372e+01
31.445316	-115.466815	8.011545e+01
31.445316	-115.456171	7.942380e+01
31.445316	-115.445527	7.873892e+01
31.445316	-115.434883	7.806102e+01
31.445316	-115.424239	7.739026e+01
31.445316	-115.413594	7.671433e+01
31.445316	-115.402950	7.601910e+01
31.445316	-115.392306	7.533090e+01
